person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,default
67,125500,MORTGAGE,0,DEBTCONSOLIDATION,C,31351,6.386155460765897,0.2756833945868623,N,21,0
31,146413,MORTGAGE,19,PERSONAL,B,24389,16.56436762446579,0.2695974281890757,N,5,0
24,64327,MORTGAGE,18,MEDICAL,B,8555,16.952648797378007,0.2350814695164243,N,4,0
56,88904,OWN,28,MEDICAL,C,5154,19.778609106989443,0.387844097333724,Y,6,0
51,23797,OWN,9,HOMEIMPROVEMENT,D,23134,5.583397845814866,0.1527029913736391,N,4,0
28,67882,MORTGAGE,17,VENTURE,E,32863,15.824764288676603,0.3936482798853792,N,26,0
60,33718,OWN,27,MEDICAL,A,11968,6.058148665413288,0.566298689393805,N,16,0
54,54560,RENT,34,EDUCATION,C,33422,19.02288439933307,0.03353449818577152,N,20,0
38,96589,MORTGAGE,30,DEBTCONSOLIDATION,A,17880,6.1145597140196895,0.017725710441551874,N,3,0
67,42116,MORTGAGE,26,PERSONAL,A,27370,23.234556966832653,0.06934709902206229,Y,13,0
35,56244,MORTGAGE,10,HOMEIMPROVEMENT,D,14759,19.04165133768993,0.4331714487652086,N,6,1
22,121721,RENT,37,DEBTCONSOLIDATION,D,15373,15.147795301703141,0.6850195157164687,N,23,1
39,21645,MORTGAGE,4,VENTURE,B,13516,13.8300784656235,0.013858728155999036,N,18,0
43,67523,RENT,7,HOMEIMPROVEMENT,B,653,7.613452608265248,0.749962430621898,N,15,0
52,144085,MORTGAGE,33,PERSONAL,A,8353,10.819987791293261,0.09396002414072328,N,29,0
43,137718,RENT,11,PERSONAL,E,12879,22.379182100417925,0.6751669871659988,N,28,1
30,39256,MORTGAGE,37,EDUCATION,G,16292,23.089056231249877,0.391455264336528,N,23,0
68,121376,OTHER,0,VENTURE,A,18600,5.014954167410622,0.5308923359502867,N,11,0
27,120158,RENT,30,HOMEIMPROVEMENT,B,11549,16.882727829551026,0.4134395577132741,N,4,1
55,73173,OTHER,3,HOMEIMPROVEMENT,E,1286,19.38601218050227,0.3868680978916902,N,5,0
57,57430,OWN,4,MEDICAL,F,4868,17.374939649152125,0.6695705484078693,Y,7,1
59,59282,MORTGAGE,29,EDUCATION,C,31199,6.63359529732708,0.607150239858575,N,25,0
39,139719,MORTGAGE,23,EDUCATION,A,27954,9.354497975978045,0.39188776685317334,N,26,0
54,83374,OWN,2,HOMEIMPROVEMENT,A,24100,10.00680534762772,0.09819238422288866,N,23,0
67,88244,MORTGAGE,10,HOMEIMPROVEMENT,C,29738,21.634492626101792,0.10116833785838243,N,17,0
44,31694,MORTGAGE,3,DEBTCONSOLIDATION,C,25741,14.26398872617841,0.6432161739680696,N,8,0
54,76264,OWN,25,DEBTCONSOLIDATION,A,20310,14.736564238824737,0.42821859086455144,N,16,0
44,95060,RENT,26,DEBTCONSOLIDATION,C,20667,23.697860931090172,0.3904554207732965,N,22,0
48,117416,MORTGAGE,26,EDUCATION,A,22311,17.74171777709431,0.547647804674965,N,29,1
37,77545,MORTGAGE,5,MEDICAL,D,20585,22.973354031053276,0.6884848508972656,N,26,1
65,138195,MORTGAGE,14,PERSONAL,B,9761,14.13017710683066,0.5068097840865111,N,21,0
37,59224,MORTGAGE,29,DEBTCONSOLIDATION,A,19233,7.988725170365885,0.6126498428537185,N,27,0
21,122516,OWN,36,MEDICAL,C,29579,23.598711881481712,0.6145637140523961,Y,12,1
54,117945,MORTGAGE,36,VENTURE,C,34480,14.174102313350765,0.2914465445464377,N,23,0
35,33224,RENT,36,DEBTCONSOLIDATION,G,14641,8.632628437576438,0.22652572455638662,N,22,0
60,60738,OWN,34,PERSONAL,C,9844,11.047914806078445,0.6429196130683754,N,2,0
55,45150,RENT,22,VENTURE,B,16396,6.0160517937788445,0.3079712455095524,Y,6,0
52,83731,RENT,5,VENTURE,D,24317,14.366011829127704,0.7236354451529371,N,14,0
23,69688,RENT,3,PERSONAL,B,30313,22.062563438204734,0.06505565041679451,N,22,0
52,119929,RENT,17,DEBTCONSOLIDATION,F,19395,23.671609120133787,0.05599183453951833,N,15,0
33,128618,MORTGAGE,8,EDUCATION,C,643,23.652044150072875,0.7423332864801125,N,10,1
40,93509,RENT,28,PERSONAL,C,11181,7.504600512574935,0.5222793822033336,N,18,0
67,28577,OWN,12,PERSONAL,A,7867,12.64107765022114,0.30988349159418255,N,16,0
39,28070,RENT,16,PERSONAL,C,3728,5.564575193014127,0.6064977277047845,N,22,0
27,146161,RENT,31,VENTURE,E,5082,22.103306899429455,0.5411381798949766,N,8,1
26,28666,RENT,21,MEDICAL,E,13647,12.175115240425477,0.429648826987481,N,28,0
22,77761,RENT,3,EDUCATION,B,11897,17.622340557844694,0.08810994070349457,N,23,0
36,141178,OWN,4,DEBTCONSOLIDATION,B,14147,19.29796876154577,0.6516218739612737,Y,23,1
52,56368,MORTGAGE,36,DEBTCONSOLIDATION,E,28218,13.596893394863107,0.6941583206376936,N,13,0
67,26783,OWN,12,MEDICAL,F,19597,11.12884673100486,0.1460132639565928,N,24,0
31,131530,OWN,33,PERSONAL,A,17607,24.244258202318893,0.6819042050618828,Y,7,1
41,61914,RENT,21,EDUCATION,C,3510,24.289764500477084,0.7034993757030857,N,22,1
41,90507,MORTGAGE,22,DEBTCONSOLIDATION,B,6055,10.788727360600438,0.4440486037079277,N,17,0
65,147738,OWN,2,HOMEIMPROVEMENT,E,567,14.592501934889162,0.5283814386159228,N,27,0
49,99026,OWN,33,DEBTCONSOLIDATION,A,28912,24.45688317320045,0.3119674828114482,Y,6,0
57,135893,RENT,31,PERSONAL,B,34805,5.0973681531100645,0.23261540153232016,N,10,0
57,131255,RENT,20,HOMEIMPROVEMENT,D,12049,13.253564967582985,0.5803666860917994,Y,15,0
64,130616,RENT,20,MEDICAL,A,6180,7.009150993619368,0.6908813677224885,Y,9,0
27,87526,RENT,10,EDUCATION,C,26239,15.183159311252052,0.5267212668350406,N,15,1
46,90835,OWN,38,MEDICAL,C,21709,5.493399090809743,0.4141565824107739,N,13,0
46,65765,OWN,3,MEDICAL,B,22932,13.137968627812558,0.13555056580689553,N,11,0
53,39956,OWN,0,EDUCATION,C,15616,9.413981495706702,0.05223238295780635,Y,21,0
40,107895,MORTGAGE,27,EDUCATION,C,20545,15.666167249174816,0.3620965142949297,N,21,0
49,66240,MORTGAGE,23,DEBTCONSOLIDATION,B,26827,24.91987298201399,0.04898615532096281,Y,27,0
52,141008,MORTGAGE,34,DEBTCONSOLIDATION,C,27405,21.010722102534952,0.45977435920670784,N,22,1
47,57148,OTHER,12,EDUCATION,E,7567,21.91284183248843,0.3123560611410393,N,14,0
66,114270,RENT,33,HOMEIMPROVEMENT,D,33059,17.70529974718162,0.6081794045487559,N,20,1
52,147978,RENT,10,VENTURE,B,18485,5.831196965445171,0.25146231250058493,Y,16,0
24,24757,RENT,35,DEBTCONSOLIDATION,A,27869,9.135953520882882,0.4784563337642714,N,9,0
67,39097,OWN,16,VENTURE,B,18364,23.501291128941098,0.4347699821865294,N,24,1
38,30395,MORTGAGE,34,HOMEIMPROVEMENT,C,23114,12.322262358575024,0.013722816162570517,N,22,0
23,36241,RENT,17,EDUCATION,C,16113,7.072734529615912,0.06718762462880518,Y,11,0
54,123892,MORTGAGE,39,HOMEIMPROVEMENT,D,6947,19.04810731732404,0.23939088786395624,N,4,0
68,47696,RENT,21,DEBTCONSOLIDATION,A,5999,10.989154478685093,0.7069657140064045,N,22,0
36,135654,MORTGAGE,23,MEDICAL,A,31815,10.377138258083434,0.12614181437082506,N,4,0
63,90480,RENT,18,EDUCATION,C,1799,24.959549111165206,0.5716065210638279,N,27,1
47,66163,RENT,36,PERSONAL,D,5494,22.162778500533086,0.778959587260307,N,6,1
49,39816,OWN,38,VENTURE,B,30378,13.15875636735682,0.6345483666260127,N,17,0
48,69840,RENT,20,HOMEIMPROVEMENT,D,16127,24.60522415632998,0.20192683573276474,Y,18,0
65,122547,RENT,7,EDUCATION,B,7989,18.002264468384272,0.7276085557263345,Y,7,1
25,72853,RENT,27,HOMEIMPROVEMENT,E,26611,19.840449037595207,0.08355465364162816,N,27,0
54,44917,MORTGAGE,4,EDUCATION,E,32855,5.630260861644231,0.3798321340778813,N,21,0
60,116731,OWN,16,DEBTCONSOLIDATION,B,8769,7.432105186961142,0.7111581071038668,N,21,0
56,41566,RENT,36,DEBTCONSOLIDATION,B,3331,17.661702529924767,0.5165999103129272,N,17,1
43,95452,OWN,35,DEBTCONSOLIDATION,C,12319,22.98047965298968,0.3367792061348821,N,25,0
48,82823,MORTGAGE,18,HOMEIMPROVEMENT,B,25313,17.474874521751914,0.24132216472236334,N,3,0
68,141392,RENT,26,PERSONAL,D,22137,7.680497886379836,0.3063285302014965,N,21,0
65,40806,OWN,33,DEBTCONSOLIDATION,E,2496,7.315200924926493,0.41206400699733614,N,16,0
50,95520,RENT,10,EDUCATION,D,3589,21.883717916481633,0.26204470459951784,N,19,0
54,21759,RENT,11,DEBTCONSOLIDATION,E,33791,7.786046774158287,0.7754846110450168,N,2,0
52,146092,MORTGAGE,20,MEDICAL,C,21159,15.404639210080509,0.7471313459222547,N,27,1
40,61949,RENT,10,DEBTCONSOLIDATION,B,30929,5.742266399246045,0.6978304598893135,N,20,0
51,112374,OWN,38,HOMEIMPROVEMENT,D,16232,6.613395347823547,0.3432455700628962,Y,13,0
42,22482,MORTGAGE,27,PERSONAL,C,20006,18.446965352857298,0.5561283977748309,Y,9,1
52,44442,RENT,4,MEDICAL,D,5690,18.783628208550333,0.7232351525584121,N,7,1
22,53719,OWN,16,HOMEIMPROVEMENT,B,5075,11.829388132168848,0.6818392952663531,N,13,0
37,78066,RENT,19,HOMEIMPROVEMENT,A,24206,9.312195304860895,0.3373183410759641,N,8,0
44,113501,OTHER,11,HOMEIMPROVEMENT,G,23384,21.27420541514616,0.09878497896458596,N,19,0
61,22079,OWN,5,EDUCATION,B,17699,9.342064589397808,0.06974798742929408,Y,23,0
50,22717,MORTGAGE,16,HOMEIMPROVEMENT,G,12979,15.840541393327594,0.46588059572830515,N,15,1
22,79676,OWN,18,EDUCATION,G,34678,24.36417681725811,0.5176760688166361,Y,9,1
59,47952,RENT,25,HOMEIMPROVEMENT,D,13165,7.957048757247676,0.6813756576316491,Y,25,0
65,106444,OWN,31,VENTURE,D,1034,23.817525349894176,0.24108686606941454,N,21,0
43,62460,OTHER,5,MEDICAL,C,26792,8.657861061373373,0.14230168753453357,N,23,0
69,110397,OWN,35,VENTURE,E,22969,16.348864160464593,0.3094146082107776,N,15,0
51,92847,MORTGAGE,37,HOMEIMPROVEMENT,B,1672,12.540154239174893,0.28932434766949733,Y,6,0
66,113607,MORTGAGE,10,MEDICAL,C,28414,24.298572030036517,0.11465047367410525,N,10,0
41,109106,RENT,32,MEDICAL,D,21401,10.470840580038738,0.5411032954853902,N,9,0
42,38449,RENT,23,PERSONAL,C,34909,12.993160041715072,0.41186663317620703,N,3,0
21,53536,OWN,22,VENTURE,C,19824,24.65720235710841,0.5796869773306654,N,29,1
46,84077,OWN,14,PERSONAL,B,9238,15.729407823769463,0.2886259849340904,N,17,0
61,58258,MORTGAGE,26,MEDICAL,C,24554,15.05260231242507,0.26730474714638486,N,14,0
21,68302,MORTGAGE,10,EDUCATION,E,30209,10.155569764079825,0.38333492390464596,N,8,0
45,145937,RENT,16,MEDICAL,B,20607,19.02727120620883,0.7031518028621662,N,17,1
36,48865,RENT,13,PERSONAL,F,863,5.287459035555553,0.04182223231984447,N,8,0
59,26645,MORTGAGE,26,VENTURE,D,10858,5.99025259404587,0.6458179256642129,N,28,0
52,139771,RENT,17,HOMEIMPROVEMENT,E,3740,16.987171742716054,0.3015002139996276,N,15,0
28,58000,MORTGAGE,27,HOMEIMPROVEMENT,C,7165,11.833491476369083,0.6851490303728974,Y,15,0
62,46737,OWN,3,VENTURE,D,2436,24.066327444019212,0.6437403769803267,N,13,1
67,31485,MORTGAGE,6,HOMEIMPROVEMENT,A,26038,23.063813814455713,0.28552138544290984,N,2,0
58,58565,RENT,34,HOMEIMPROVEMENT,E,12498,19.274125173534145,0.5581624629040767,N,2,1
48,45522,OWN,8,PERSONAL,A,1382,21.362911622556027,0.13610987785101772,N,13,0
61,139614,OWN,7,VENTURE,E,20724,18.34663699335387,0.7180624262093925,N,21,1
45,85155,OWN,16,DEBTCONSOLIDATION,G,31325,7.511642054203214,0.32954794091700845,N,22,0
54,75168,RENT,16,EDUCATION,B,5704,20.310867393784054,0.3699442361306082,N,16,0
69,72487,MORTGAGE,32,EDUCATION,B,29385,9.203839374376928,0.5675496503192181,N,5,0
44,149948,MORTGAGE,31,HOMEIMPROVEMENT,D,3703,11.468857102003936,0.6584637869968323,N,8,0
43,32342,RENT,7,EDUCATION,B,2744,21.384684242048404,0.1967107672292856,N,17,0
32,60806,RENT,18,VENTURE,E,33286,15.730512167868964,0.5324666105028264,N,4,1
26,68770,RENT,37,VENTURE,A,3583,22.198814283668185,0.31967845467242734,N,8,0
55,98623,OWN,2,MEDICAL,A,22084,9.260706396865285,0.30127530996312946,N,25,0
64,123177,OWN,4,MEDICAL,G,9021,17.155568772137745,0.5551204009131172,Y,23,1
39,119785,OWN,12,EDUCATION,D,34041,6.675819450965232,0.3158747865831881,N,7,0
20,95629,RENT,30,DEBTCONSOLIDATION,E,29563,17.861219870800593,0.28342571512988207,Y,17,1
27,140993,RENT,15,MEDICAL,B,5232,20.250680755510693,0.6703518424197316,N,25,1
65,72603,OWN,31,MEDICAL,D,28018,16.698617879574435,0.09000813782649503,Y,9,0
35,146944,OWN,21,VENTURE,C,30197,10.324630029976205,0.5439551720358665,N,24,0
33,132726,OTHER,28,DEBTCONSOLIDATION,D,3067,5.626853377177334,0.20649306109459348,Y,23,0
31,101974,RENT,21,HOMEIMPROVEMENT,D,16621,7.388977679285715,0.02224361104269034,N,7,0
42,125947,MORTGAGE,2,EDUCATION,C,2174,17.446059581480526,0.1417437724094267,N,11,0
34,46399,OWN,9,MEDICAL,C,11375,23.688404336850276,0.4892626085229355,N,17,1
47,148177,OWN,20,DEBTCONSOLIDATION,B,1239,9.130688079440128,0.5702104812738906,N,12,0
53,105382,MORTGAGE,15,DEBTCONSOLIDATION,D,2045,19.700522982101976,0.026635649009492834,N,14,0
21,101244,MORTGAGE,11,EDUCATION,B,29640,22.32902126498083,0.03877610020835892,N,7,0
51,129575,OTHER,1,DEBTCONSOLIDATION,D,9827,15.417643568950222,0.723008270725933,N,25,1
42,135520,RENT,23,DEBTCONSOLIDATION,B,5627,18.385315916873154,0.06791159630983867,N,2,0
41,130904,RENT,34,DEBTCONSOLIDATION,D,23831,21.30030633352296,0.7164039053070913,N,22,1
44,96534,MORTGAGE,29,MEDICAL,D,23504,10.213503154811871,0.19025107186321558,N,20,0
41,75106,OWN,29,EDUCATION,B,10992,10.937913485360859,0.5946140621249881,N,13,0
41,132599,RENT,34,DEBTCONSOLIDATION,A,14249,5.012550332569123,0.25468926666734953,N,25,0
68,50678,RENT,18,DEBTCONSOLIDATION,A,24008,24.26188261795605,0.6884141002312553,N,28,1
61,96218,RENT,7,MEDICAL,D,9545,23.350897891926895,0.5633593436852428,N,7,1
25,83230,MORTGAGE,25,EDUCATION,E,20616,20.291365275188607,0.3274326322953392,N,19,0
34,134684,RENT,39,VENTURE,A,19167,6.581520419532962,0.07027893879752284,N,14,0
62,94055,RENT,6,MEDICAL,D,10021,13.950057793990162,0.5888331452579376,Y,8,0
56,76373,RENT,29,EDUCATION,B,9169,7.037835079431057,0.49733895721249344,N,24,0
52,51480,RENT,6,DEBTCONSOLIDATION,C,27802,5.318405345255972,0.012300257088693105,N,14,0
27,105230,RENT,2,EDUCATION,F,11783,17.323659304251947,0.017441686218231806,Y,22,1
63,88836,OWN,0,EDUCATION,B,31435,24.216588341603767,0.6489464488222283,N,9,1
63,92258,RENT,35,HOMEIMPROVEMENT,C,7498,23.057360468643,0.21492579365346456,N,22,0
24,59986,MORTGAGE,24,EDUCATION,A,29306,18.93509629870809,0.5125455975051719,N,18,1
58,44160,RENT,36,VENTURE,A,32124,6.9328116832974285,0.36882939161454553,N,10,0
23,105595,OWN,0,EDUCATION,B,13940,10.483280753446003,0.6921097114721961,N,21,0
25,121358,MORTGAGE,14,VENTURE,A,22297,11.401134537705818,0.734399279350966,N,14,0
64,99111,MORTGAGE,36,DEBTCONSOLIDATION,D,1769,20.263001154911223,0.7974780930162947,N,3,1
51,84929,OWN,12,VENTURE,C,8368,21.04498358470228,0.13141046728772499,N,5,0
49,93506,RENT,39,DEBTCONSOLIDATION,C,30751,12.702122459798408,0.6917415967156256,N,26,0
66,54911,RENT,7,DEBTCONSOLIDATION,B,12873,13.357679932352193,0.22015688761575342,Y,3,0
54,107127,MORTGAGE,4,VENTURE,B,19487,5.890180785523427,0.4767445411674511,N,5,0
59,51821,OTHER,8,MEDICAL,D,16234,10.78273436837522,0.40956053875667664,N,19,0
35,95039,MORTGAGE,0,PERSONAL,F,18564,14.0257035435528,0.024210623942186246,N,6,0
32,80535,OWN,35,EDUCATION,A,8933,7.339660927705152,0.7468893111258149,Y,20,0
69,133453,MORTGAGE,34,HOMEIMPROVEMENT,E,9611,14.065349215100426,0.07187837356788257,N,11,0
61,104458,OWN,1,PERSONAL,C,15547,22.06351624515601,0.5536929463321113,N,19,1
49,32175,RENT,39,EDUCATION,C,8584,16.626420394501068,0.630155400604527,N,26,1
38,139235,OWN,22,EDUCATION,C,22251,6.578597100768246,0.6382774007476706,N,22,0
36,74771,OTHER,8,DEBTCONSOLIDATION,A,16953,8.833426376605487,0.11704066995378738,N,11,0
38,126660,RENT,33,EDUCATION,A,20808,14.490887003171125,0.36358026090129797,N,6,0
47,147157,MORTGAGE,13,HOMEIMPROVEMENT,D,30577,12.229742996436242,0.6652488076428441,Y,18,0
45,141300,RENT,3,EDUCATION,B,25003,12.174540390921976,0.2491165761992162,N,23,0
56,106925,OWN,29,VENTURE,F,3279,15.585348962871803,0.37952145354598427,N,14,0
45,133374,RENT,30,PERSONAL,C,21804,16.68791843178915,0.2255071752328782,N,24,0
42,86358,OWN,37,VENTURE,A,1255,20.93723140552382,0.3762056201294061,N,18,0
28,37327,MORTGAGE,10,HOMEIMPROVEMENT,D,17900,11.819331269249693,0.7113919588483752,N,10,0
31,67057,RENT,34,EDUCATION,B,14749,21.109325660811734,0.3695481425158879,Y,25,0
20,26150,MORTGAGE,7,HOMEIMPROVEMENT,C,25100,11.772224582252651,0.44917049348871313,N,13,0
20,24425,MORTGAGE,2,DEBTCONSOLIDATION,D,19722,6.108659778824677,0.32914126380943604,N,15,0
66,143654,MORTGAGE,13,VENTURE,F,34005,16.083753020095823,0.3734925747306272,N,15,0
53,36032,RENT,12,VENTURE,D,29648,16.75804649789629,0.02198761724667314,Y,9,0
51,22198,RENT,31,MEDICAL,D,22802,23.6908049124372,0.23415895286876026,N,24,0
67,80500,RENT,33,EDUCATION,D,3123,19.52122652124949,0.3548995601760413,N,6,0
44,73394,OTHER,18,DEBTCONSOLIDATION,F,9146,23.35545304988879,0.5106996110342559,N,20,1
59,40079,MORTGAGE,37,VENTURE,B,14043,23.16694420486019,0.3655410251375748,Y,29,0
64,56220,OWN,15,VENTURE,A,29460,17.091482205164844,0.2768754642240356,Y,15,0
20,61874,MORTGAGE,1,DEBTCONSOLIDATION,B,23285,15.55524130672895,0.31659800092188417,N,10,0
35,33859,OWN,39,HOMEIMPROVEMENT,B,13317,16.148819343272,0.20141173006836857,N,8,0
58,70460,OWN,16,HOMEIMPROVEMENT,D,31906,24.566616153544956,0.7403504833915018,N,28,1
24,51419,RENT,33,EDUCATION,D,23956,20.463353834939177,0.42217714837482256,N,27,1
41,138865,MORTGAGE,15,MEDICAL,C,24277,7.125318095847916,0.020593468558977257,Y,27,0
48,28705,RENT,37,VENTURE,A,21414,20.568568135628,0.025362544151441825,N,9,0
22,62880,MORTGAGE,1,MEDICAL,D,30053,8.410760977964518,0.7786396916121129,Y,15,0
31,149838,MORTGAGE,1,HOMEIMPROVEMENT,B,24048,13.947010980112513,0.1849462041848636,N,23,0
45,43236,MORTGAGE,25,HOMEIMPROVEMENT,D,7227,9.209193443530685,0.6464305481633086,N,29,0
35,107955,RENT,12,PERSONAL,C,32927,18.791661310664594,0.056037488232853844,N,15,0
56,105514,RENT,30,EDUCATION,B,17192,22.54619472386071,0.7377185619886938,N,12,1
41,123145,RENT,33,PERSONAL,A,32125,10.80723770733362,0.700789432896676,N,15,0
48,35358,RENT,38,PERSONAL,A,25418,6.640214824163753,0.46116359832326664,N,22,0
33,119713,RENT,2,PERSONAL,E,16077,10.969861961499266,0.017108939253772062,N,9,0
47,114914,MORTGAGE,7,EDUCATION,F,20119,18.447237158643887,0.2136705904784367,N,4,0
24,122870,OWN,22,EDUCATION,D,34210,11.575202551089,0.33138989144478737,N,29,0
66,96918,RENT,13,DEBTCONSOLIDATION,A,16695,10.562243351076068,0.37345065223057383,N,24,0
68,139179,RENT,26,MEDICAL,C,28189,8.688703811685299,0.24516621926427393,N,19,0
49,136243,OWN,28,MEDICAL,D,11654,14.950328537488671,0.036028815913968684,N,4,0
65,34596,OWN,38,DEBTCONSOLIDATION,D,29912,10.518976563143752,0.4762006506819683,N,14,0
24,53572,OWN,38,DEBTCONSOLIDATION,A,21841,19.62020698278966,0.42408218747885723,N,13,1
31,98757,MORTGAGE,0,HOMEIMPROVEMENT,A,32518,6.532448039844054,0.23357050198897142,N,16,0
35,21279,OWN,16,PERSONAL,D,9645,18.280660662226353,0.04000101437998916,N,19,0
45,83197,OTHER,29,DEBTCONSOLIDATION,C,22723,9.751200291355397,0.7957294079053328,N,6,0
45,131496,MORTGAGE,12,VENTURE,B,3380,14.785585221032063,0.3907690875928607,N,8,0
67,82516,RENT,20,MEDICAL,A,21771,10.721798440625212,0.6072433510015209,N,12,0
40,27083,MORTGAGE,18,DEBTCONSOLIDATION,C,33813,19.455373520215915,0.3673280876905551,N,27,0
58,140674,RENT,18,VENTURE,E,13804,23.906140805032734,0.044104529781723745,Y,28,1
55,140307,MORTGAGE,24,VENTURE,F,30725,23.341535589396265,0.25458458861754507,N,12,0
52,146457,RENT,21,VENTURE,C,21036,16.66852430288182,0.262887011394662,N,28,0
49,129397,MORTGAGE,30,HOMEIMPROVEMENT,C,31331,14.252206065139568,0.6722987941987226,N,16,0
56,37771,MORTGAGE,16,HOMEIMPROVEMENT,A,12173,21.366010188787637,0.5268416826199008,N,11,1
42,49975,MORTGAGE,22,VENTURE,C,22417,18.666527252554598,0.22758962387518356,Y,16,0
29,65648,MORTGAGE,31,HOMEIMPROVEMENT,C,28329,8.671282284338657,0.774514564180678,N,14,0
24,145641,RENT,9,PERSONAL,D,15872,21.418384272260006,0.2640180475943184,N,15,0
55,68285,RENT,9,VENTURE,C,26438,13.577687787894204,0.7986048804046891,N,18,0
53,39063,OWN,35,PERSONAL,B,3163,8.779713199423503,0.796969317604508,N,14,0
50,87642,RENT,7,PERSONAL,A,9965,10.635947007929849,0.16105630901992604,N,11,0
29,110093,MORTGAGE,19,VENTURE,B,3826,10.350540604966847,0.25706548178883615,N,26,0
38,134390,RENT,31,MEDICAL,A,4159,15.384139492069203,0.39397491680287683,N,2,0
51,106143,OTHER,13,VENTURE,B,28094,9.68740181355751,0.5346395302068339,N,2,0
20,57599,OWN,27,VENTURE,G,5263,7.471329748031524,0.42715748471300147,Y,16,1
24,71920,MORTGAGE,23,HOMEIMPROVEMENT,C,23621,7.473817012275214,0.7758587606144829,N,17,0
64,48529,RENT,14,VENTURE,C,11328,16.66552394278193,0.5819514397461963,N,13,1
23,55954,MORTGAGE,21,MEDICAL,E,11721,19.69518577698757,0.1775154310125498,Y,27,1
35,47856,MORTGAGE,29,HOMEIMPROVEMENT,G,11711,11.430660176766816,0.09302706466877426,N,25,0
43,22573,OWN,3,EDUCATION,C,14069,5.693014196280341,0.5538370196603919,Y,7,0
35,98344,OWN,12,EDUCATION,E,31858,7.544497738740215,0.13517742774280278,N,7,0
21,55367,MORTGAGE,22,PERSONAL,B,6522,23.293891206741144,0.6322647038652458,N,13,1
68,122337,RENT,7,PERSONAL,B,14015,14.87087319178906,0.2557189671356662,N,26,0
47,126732,OWN,17,MEDICAL,C,6659,14.071456192303495,0.26824567781392916,N,16,0
51,119608,RENT,11,DEBTCONSOLIDATION,D,22191,5.760983566201818,0.018530729987714455,N,5,0
46,80774,RENT,30,EDUCATION,D,25404,19.57274044633798,0.5637989010050822,N,25,1
39,43752,RENT,13,PERSONAL,B,3544,15.561361618641579,0.09948310492110177,N,5,0
43,75029,RENT,33,EDUCATION,A,10112,9.041618721730416,0.6205756561961794,N,3,0
31,37685,RENT,17,MEDICAL,D,6136,7.201475203621143,0.3985755793145934,N,28,0
69,71693,RENT,33,MEDICAL,A,12093,12.667757272639971,0.6295810538141097,N,25,0
54,136739,OTHER,10,DEBTCONSOLIDATION,C,3392,21.743239283900515,0.47130196596621565,Y,13,1
52,75961,OWN,11,DEBTCONSOLIDATION,D,22172,22.30589118402049,0.0751222848950027,N,8,0
52,126937,OTHER,14,HOMEIMPROVEMENT,D,6312,17.056927607912726,0.6148653459970946,Y,21,1
62,144956,OWN,30,MEDICAL,D,31585,19.550728544602855,0.0651415930668523,N,10,0
56,96908,RENT,28,PERSONAL,E,1154,7.303115748057407,0.3881743592497725,N,10,0
31,145537,OWN,25,EDUCATION,C,17643,16.762521309357098,0.14615587917452103,Y,9,0
22,146678,OWN,17,VENTURE,D,2298,18.339314069743637,0.6043447906025291,N,15,1
20,94532,RENT,31,DEBTCONSOLIDATION,D,29587,9.014256858275845,0.73015706996684,N,2,0
52,101994,OWN,21,VENTURE,B,12118,22.60309465820518,0.44775966905303666,N,24,1
59,76133,RENT,37,PERSONAL,A,8946,8.899934750420396,0.42644636249635265,N,22,0
29,117425,OWN,16,DEBTCONSOLIDATION,B,22146,11.269547196929008,0.6135309250972382,N,24,0
62,145055,MORTGAGE,22,VENTURE,C,27700,17.41113694046917,0.014012262250824496,Y,13,0
63,81268,RENT,23,PERSONAL,D,30071,17.767001302614617,0.735029327681777,N,26,1
48,112201,RENT,7,EDUCATION,E,23038,18.987694819747347,0.16598456550199406,N,3,0
32,58243,MORTGAGE,5,PERSONAL,B,21400,7.2402342613641135,0.7874539182227275,N,14,0
31,77384,OWN,4,HOMEIMPROVEMENT,A,22856,21.989288598571108,0.5916406188887652,N,28,1
50,51653,RENT,28,DEBTCONSOLIDATION,F,23523,15.656942645665197,0.6216584066835301,N,5,1
65,46657,OTHER,27,MEDICAL,A,17892,14.426435882101368,0.5284003544951492,N,21,0
21,59952,RENT,10,EDUCATION,C,21198,24.621952490270193,0.38261391440027664,N,19,0
69,42180,MORTGAGE,0,VENTURE,C,27035,19.807565938820396,0.4615858777553208,Y,20,1
54,117432,OTHER,18,DEBTCONSOLIDATION,C,34257,7.360120532387498,0.04665827995194927,N,17,0
42,141829,RENT,8,MEDICAL,A,12976,20.130783344524815,0.5029280124512913,N,28,1
36,148377,RENT,26,PERSONAL,A,5211,6.90497867945739,0.504617500569767,Y,15,0
45,98411,RENT,33,MEDICAL,A,6979,5.549411250259697,0.7140486299474296,N,9,0
27,21622,RENT,3,DEBTCONSOLIDATION,C,31890,13.072517905397943,0.40946852236987336,N,13,0
48,68756,RENT,35,DEBTCONSOLIDATION,C,13661,24.871563456384372,0.0709440555279882,N,10,0
45,60809,MORTGAGE,17,HOMEIMPROVEMENT,B,32652,8.497678723897252,0.2518947771808442,N,7,0
29,36725,RENT,14,HOMEIMPROVEMENT,D,15135,18.4528868705358,0.5279472355703109,N,27,1
